Name,URL,Position,HallOfFame,TotalYears,LastYear,Active
Jordan Poyer,/P/PoyeJo00.htm,CB,0,7,2019,True
Shaun Prater,/P/PratSh00.htm,CB,0,4,2015,False
De'Andre Presley,/P/PresDe00.htm,CB,0,3,2014,False
Jabari Price,/P/PricJa00.htm,CB,0,1,2014,False
Sheldon Price,/P/PricSh00.htm,CB,0,3,2016,False
Loucheiz Purifoy,/P/PuriLo01.htm,CB,0,1,2014,False
Jalen Ramsey,/R/RamsJa00.htm,CB,0,4,2019,True
Keith Reaser,/R/ReasKe00.htm,CB,0,4,2017,True
Will Redmond,/R/RedmWi00.htm,CB,0,2,2019,True
D.J. Reed,/R/ReedD.00.htm,CB,0,2,2019,True
Kalan Reed,/R/ReedKa00.htm,CB,0,2,2017,True
Trovon Reed,/R/ReedTr00.htm,CB,0,1,2016,False
Rashaad Reynolds,/R/ReynRa00.htm,CB,0,1,2014,False
Xavier Rhodes,/R/RhodXa00.htm,CB,0,7,2019,True
Jeff Richards,/R/RichJe02.htm,CB,0,1,2018,False
Shaquille Richardson,/R/RichSh01.htm,CB,0,1,2014,False
Cody Riggs,/R/RiggCo00.htm,CB,0,2,2016,False
Curtis Riley,/R/RileCu00.htm,CB,0,4,2019,True
Marcus Rios,/R/RiosMa00.htm,CB,0,1,2017,False
David Rivers,/R/RiveDa00.htm,CB,0,2,2018,False
Marcus Roberson,/R/RobeMa00.htm,CB,0,3,2016,False
Darryl Roberts,/R/RobeDa00.htm,CB,0,4,2019,True
Nickell Robey-Coleman,/R/RobeNi00.htm,CB,0,7,2019,True
Josh Robinson,/R/RobiJo01.htm,CB,0,8,2019,True
Rashard Robinson,/R/RobiRa00.htm,CB,0,3,2018,False
Bradley Roby,/R/RobyBr00.htm,CB,0,6,2019,True
Taveon Rogers,/R/RogeTa00.htm,CB,0,1,2012,False
Jumal Rolle,/R/RollJu00.htm,CB,0,2,2015,False
Quinten Rollins,/R/RollQu00.htm,CB,0,3,2017,False
Lowell Rose,/R/RoseLo00.htm,CB,0,1,2014,False
Brandian Ross,/R/RossBr00.htm,CB,0,4,2015,False
Eric Rowe,/R/RoweEr00.htm,CB,0,5,2019,True
KeiVarae Russell,/R/RussKe00.htm,CB,0,3,2018,False
Kevin Rutland,/R/RutlKe00.htm,CB,0,2,2012,False
Logan Ryan,/R/RyanLo00.htm,CB,0,7,2019,True
Zack Sanchez,/S/SancZa00.htm,CB,0,1,2016,False
Mohammed Seisay,/S/SeisMo00.htm,CB,0,1,2014,False
Coty Sensabaugh,/S/SensCo00.htm,CB,0,8,2019,True
Kevon Seymour,/S/SeymKe00.htm,CB,0,2,2017,False
Al-Hajj Shabazz,/S/ShabAl00.htm,CB,0,1,2016,False
Josh Shaw,/S/ShawJo00.htm,CB,0,4,2018,True
Kendall Sheffield,/S/ShefKe00.htm,CB,0,1,2019,True
Duke Shelley,/S/ShelDu00.htm,CB\n,0,1,2019,True
JaCorey Shepherd,/S/ShepJa00.htm,CB,0,1,2016,False
Tharold Simon,/S/SimoTh00.htm,CB,0,3,2016,False
LeShaun Sims,/S/SimsLe00.htm,CB,0,4,2019,True
Darius Slay,/S/SlayDa00.htm,CB,0,7,2019,True
Brandon Smith,/S/SmitBr04.htm,CB,0,2,2014,False
C.J. Smith,/S/SmitC.00.htm,CB,0,2,2017,False
D'Joun Smith,/S/SmitDJ00.htm,CB,0,2,2016,False
Jimmy Smith,/S/SmitJi03.htm,CB,0,9,2019,True
Lionel Smith,/S/SmitLi00.htm,CB,0,1,2012,False
Ryan Smith,/S/SmitRy00.htm,CB,0,4,2019,True
Tye Smith,/S/SmitTy01.htm,CB,0,5,2019,True
R.J. Stanford,/S/StanR.00.htm,CB,0,4,2014,False
Ryan Steed,/S/SteeRy00.htm,CB,0,1,2012,False
Robert Steeples,/S/SteeRo00.htm,CB,0,2,2014,False
Linden Stephens,/S/StepLi00.htm,CB,0,1,2019,True
M.J. Stewart,/S/StewM.00.htm,CB,0,2,2019,True
Greg Stroman,/S/StroGr00.htm,CB,0,2,2019,True
Jordan Sullen,/S/SullJo00.htm,CB,0,1,2014,False
Chandon Sullivan,/S/SullCh00.htm,CB,0,2,2019,True
Cameron Sutton,/S/SuttCa00.htm,CB,0,3,2019,True
Damian Swann,/S/SwanDa02.htm,CB,0,1,2015,False
Rod Sweeting,/S/SweeRo01.htm,CB,0,2,2014,False
Teez Tabor,/T/TaboTe00.htm,CB,0,2,2018,False
Cordrea Tankersley,/T/TankCo00.htm,CB,0,2,2018,True
Jamar Taylor,/T/TaylJa01.htm,CB,0,7,2019,True
Shakial Taylor,/T/TaylSh00.htm,CB,0,1,2019,True
Jemea Thomas,/T/ThomJe03.htm,CB,0,1,2014,False
Simeon Thomas,/T/ThomSi00.htm,CB,0,1,2019,True
Peyton Thompson,/T/ThomPe00.htm,CB,0,6,2017,False
Desmond Trufant,/T/TrufDe00.htm,CB,0,7,2019,True
Dion Turner,/T/TurnDi00.htm,CB,0,1,2012,False
Jason Verrett,/V/VerrJa00.htm,CB,0,6,2019,True
Josh Victorian,/V/VictJo00.htm,CB,0,3,2014,False
Dee Virgin,/V/VirgDe00.htm,CB,0,2,2019,True
Trevin Wade,/W/WadeTr00.htm,CB,0,5,2016,False
Tray Walker,/W/WalkTr00.htm,CB,0,1,2015,False
Levi Wallace,/W/WallLe00.htm,CB,0,2,2019,True
Darrin Walls,/W/WallDa00.htm,CB,0,5,2015,False
Denzel Ward,/W/WardDe02.htm,CB,0,2,2019,True
Herb Waters,/W/WateHe00.htm,CB,0,1,2016,True
Jaylen Watkins,/W/WatkJa01.htm,CB,0,6,2019,True
Jansen Watson,/W/WatsJa00.htm,CB,0,1,2014,False
Trae Waynes,/W/WaynTr00.htm,CB,0,5,2019,True
Ross Weaver,/W/WeavRo00.htm,CB,0,3,2014,False
B.W. Webb,/W/WebbBW00.htm,CB,0,7,2019,True
Kayvon Webster,/W/WebsKa00.htm,CB,0,7,2019,True
Ken Webster,/W/WebsKe00.htm,CB,0,1,2019,True
D.J. White,/W/WhitD.00.htm,CB,0,4,2019,True
Melvin White,/W/WhitMe00.htm,CB,0,2,2014,False
Tre'Davious White,/W/WhitTr01.htm,CB,0,3,2019,True
Eddie Whitley,/W/WhitEd01.htm,CB,0,3,2014,False
Brandon Williams,/W/WillBr07.htm,CB,0,3,2018,True
Darious Williams,/W/WillDa09.htm,CB,0,2,2019,True
Frankie Williams,/W/WillFr05.htm,CB,0,1,2016,False
Greedy Williams,/W/WillGr00.htm,CB,0,1,2019,True
Joejuan Williams,/W/WillJo13.htm,CB,0,1,2019,True
Marcus Williams,/W/WillMa03.htm,CB,0,5,2018,False
P.J. Williams,/W/WillP.00.htm,CB,0,4,2019,True
Steve Williams,/W/WillSt02.htm,CB,0,3,2016,False
Teddy Williams,/W/WillTe00.htm,CB,0,5,2016,False
Trevor Williams,/W/WillTr05.htm,CB,0,4,2019,True
Brandon Wilson,/W/WilsBr01.htm,CB,0,3,2019,True
C.J. Wilson,/W/WilsC.00.htm,CB,0,2,2014,False
Quincy Wilson,/W/WilsQu01.htm,CB,0,3,2019,True
Ahkello Witherspoon,/W/WithAh00.htm,CB,0,3,2019,True
Trey Wolfe,/W/WolfTr00.htm,CB,0,1,2014,False
Darren Woodard,/W/WoodDa03.htm,CB,0,1,2014,False
Khalid Wooten,/W/WootKh00.htm,CB,0,1,2014,False
Daryl Worley,/W/WorlDa00.htm,CB,0,4,2019,True
Blidi Wreh-Wilson,/W/WrehBl00.htm,CB,0,7,2019,True
Rock Ya-Sin,/Y/Ya-SRo00.htm,CB,0,1,2019,True
Isaac Yiadom,/Y/YiadIs00.htm,CB,0,2,2019,True
Lou Young,/Y/YounLo00.htm,CB,0,3,2016,False
Tavon Young,/Y/YounTa01.htm,CB,0,3,2018,True
